method,lambda,epsilon,cost,emission,objective,dv_distance,od_extra_distance,runtime_sec,gap,validator_pass
weighted_sum,0.0,,23.089059445460528,79.22375667475296,0.0,18.110770276274835,24.891445845928462,0.510798999996041,0.0,True
weighted_sum,0.1,,23.089059445460528,79.22375667475296,0.10000000000000214,18.110770276274835,24.891445845928462,0.6645383330032928,0.0,True
weighted_sum,0.2,,23.089059445460528,79.22375667475296,0.19999999999999574,18.110770276274835,24.891445845928462,0.5856861659995047,0.0,True
weighted_sum,0.3,,23.089059445460528,79.22375667475296,0.30000000000000426,18.110770276274835,24.891445845928462,0.9226666250033304,0.0,True
weighted_sum,0.4,,23.089059445460528,79.22375667475296,0.4000000000000008,18.110770276274835,24.891445845928462,0.7114365830057068,0.0,True
weighted_sum,0.5,,24.28427622523578,77.85476672718833,0.4999999999999982,21.783307199495272,12.504845128702518,0.9904521659991588,0.0,True
weighted_sum,0.6,,24.28427622523578,77.85476672718833,0.39999999999999813,21.783307199495272,12.504845128702518,0.8197920410020743,0.0,True
weighted_sum,0.7,,24.28427622523578,77.85476672718833,0.3000000000000058,21.783307199495272,12.504845128702518,1.699147459003143,0.0,True
weighted_sum,0.8,,24.28427622523578,77.85476672718833,0.20000000000000995,21.783307199495272,12.504845128702518,0.8671563329990022,0.0,True
weighted_sum,0.9,,24.28427622523578,77.85476672718833,0.09999999999999254,21.783307199495272,12.504845128702518,0.9033574999994016,0.0,True
weighted_sum,1.0,,24.28427622523578,77.85476672718833,0.0,21.783307199495272,12.504845128702518,1.0831789580042823,0.0,True
